country,order_value_eur,cost,date,category,customer_name,sales_manager,sales_rep,device_type,order_id,profit,profit_margin,year,month,weekday
Netherlands,99731.4,84731.8,2020-12-01,Electronics,Smith Group,Denice Amberg,Nero Harbisher,Pc,81-9170157,14999.5999999999,15.0399974331053,2020,12,Tuesday
France,32661.62,27922.42,2020-08-02,Electronics,"Zieme, Bailey And Herzog",Othello Bowes,Amelina Piscopiello,Pc,24-7300640,4739.2,14.5099967484772,2020,8,Sunday
Sweden,30166.93,24658.45,2019-11-29,Appliances,Corwin And Sons,Maxie Marrow,Tarrah Castelletti,Pc,97-1288901,5508.48,18.2599952994885,2019,11,Friday
Germany,36747.24,31900.28,2019-01-19,Accessories,Johns And Sons,Rickard Doogood,Casie Macbain,Pc,81-9757849,4846.95999999999,13.189997398444,2019,1,Saturday
France,66884.7,58544.18,2020-01-19,Smartphones,Wisoky Inc,Othello Bowes,Crysta Halls,Pc,44-9179070,8340.51999999999,12.4699968752195,2020,1,Sunday
Portugal,165305.7,134757.21,2019-07-13,Games,"Christiansen, Donnelly And Bechtelar",Celine Tumasian,Aurelie Wren,Pc,55-2137809,30548.49,18.4799979674022,2019,7,Saturday
Sweden,50618.21,41835.95,2019-05-03,Beauty,Hegmann Group,Maxie Marrow,Tarrah Castelletti,Pc,56-1063618,8782.26,17.350001116199,2019,5,Friday
Sweden,82116.31,70652.87,2020-05-30,Beauty,"Zieme, Bailey And Herzog",Maxie Marrow,Caro Morfield,Tablet,01-8080546,11463.44,13.9600038043599,2020,5,Saturday
Sweden,106142.65,88151.47,2019-04-06,Games,Baumbach Group,Maxie Marrow,Anita Woakes,Pc,29-5632797,17991.1799999999,16.9500007772558,2019,4,Saturday
Portugal,149514.0,122646.33,2020-10-18,Games,"Bashirian, Okuneva And Bechtelar",Celine Tumasian,Smitty Culverhouse,Mobile,20-1191256,26867.67,17.9700028091014,2020,10,Sunday
Sweden,30975.79,27072.84,2020-03-15,Clothing,Mcglynn-Bergstrom,Maxie Marrow,Tarrah Castelletti,Pc,33-4022317,3902.95,12.6000014850307,2020,3,Sunday
France,165118.74,137527.4,2019-02-11,Clothing,Smith Group,Othello Bowes,Amelina Piscopiello,Pc,59-5892824,27591.3399999999,16.7099991194215,2019,2,Monday
Germany,76652.73,64311.64,2020-04-08,Accessories,"Farrell, Swaniawski And Crist",Rickard Doogood,Casie Macbain,Pc,52-3394023,12341.0899999999,16.1000006131549,2020,4,Wednesday
Uk,151632.33,120744.82,2020-07-14,Clothing,Armstrong-Little,Jessamine Apark,Winny Agnolo,Pc,89-5350599,30887.5099999999,20.3700028879065,2020,7,Tuesday
France,35289.75,29424.59,2019-02-26,Smartphones,Armstrong-Little,Othello Bowes,Maighdiln Upcraft,Pc,92-6298656,5865.16,16.6200100595782,2019,2,Tuesday
France,77043.84,63245.29,2020-08-02,Outdoors,Armstrong-Little,Othello Bowes,Avrit Chanders,Pc,91-7317758,13798.5499999999,17.9099977363537,2020,8,Sunday
Portugal,59691.71,49239.69,2019-06-17,Other,Walter Llc,Celine Tumasian,Hortense Gerring,Pc,60-6055725,10452.0199999999,17.5100026452584,2019,6,Monday
Portugal,181882.43,149834.75,2019-07-28,Books,Mcclure Inc,Celine Tumasian,Corene Shirer,Pc,33-2816759,32047.6799999999,17.6199977095093,2019,7,Sunday
Portugal,50796.04,44090.96,2019-09-21,Books,"Farrell, Swaniawski And Crist",Celine Tumasian,Hortense Gerring,Pc,05-2359767,6705.08,13.2000053547481,2019,9,Saturday
Netherlands,73981.77,61959.73,2019-11-18,Clothing,"Hamill, Kulas And Roob",Denice Amberg,Nero Harbisher,Pc,73-9492768,12022.04,16.2500032102503,2019,11,Monday
Uk,105686.13,86694.33,2019-10-13,Outdoors,Johns And Sons,Jessamine Apark,Genevra Charrisson,Pc,31-6770318,18991.8,17.9700023077768,2019,10,Sunday
Sweden,149376.26,123653.67,2020-01-31,Other,"Fisher, Morar And Skiles",Maxie Marrow,Alyosha Meah,Pc,52-0695511,25722.59,17.2199986798437,2020,1,Friday
Netherlands,85237.91,72384.03,2020-03-18,Smartphones,Armstrong-Little,Denice Amberg,Nero Harbisher,Pc,45-8314773,12853.88,15.0800037213488,2020,3,Wednesday
Luxembourg,104743.22,83281.33,2019-03-24,Electronics,Johns And Sons,Ilsa Kob,Jocelyn Laurentino,Mobile,53-0205940,21461.89,20.4900040308098,2019,3,Sunday
Portugal,290551.74,239530.86,2020-12-14,Other,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,Pc,53-1660551,51020.88,17.5599980919061,2020,12,Monday
France,72314.73,57309.42,2019-08-27,Appliances,Johns And Sons,Othello Bowes,Ora Grennan,Pc,70-5394452,15005.3099999999,20.7500048745255,2019,8,Tuesday
Netherlands,119858.15,99997.65,2020-11-19,Electronics,Mcglynn-Prosacco,Denice Amberg,Nero Harbisher,Pc,10-0386535,19860.5,16.5700037919824,2020,11,Thursday
Portugal,119937.47,98720.53,2019-08-13,Games,"Hartmann, Hane And Pfannerstill",Celine Tumasian,Aurelie Wren,Pc,56-8476539,21216.94,17.6900012981764,2019,8,Tuesday
France,60592.4,52363.95,2019-02-22,Accessories,"Rowe, Hermiston And Kessler",Othello Bowes,Crysta Halls,Pc,04-7976277,8228.45,13.5800034327737,2019,2,Friday
Ireland,31966.82,26593.2,2020-08-24,Appliances,Johns And Sons,Glenine Suttaby,Palm Wetherald,Pc,21-2965409,5373.61999999999,16.8099923608291,2020,8,Monday
Portugal,83226.45,71699.59,2020-11-22,Beauty,"Swaniawski, Runolfsson And Green",Celine Tumasian,Corene Shirer,Pc,04-2788693,11526.86,13.8499960048758,2020,11,Sunday
Germany,51407.3,44292.53,2019-02-05,Clothing,Altenwerth-Konopelski,Rickard Doogood,Casie Macbain,Tablet,20-6477396,7114.77,13.8399993775203,2019,2,Tuesday
Germany,61968.26,50690.04,2020-12-27,Electronics,Romaguera-Dietrich,Rickard Doogood,Casie Macbain,Pc,22-7259031,11278.22,18.1999946424185,2020,12,Sunday
Ireland,271465.15,217959.37,2019-03-07,Electronics,Corwin And Sons,Glenine Suttaby,Bunnie Tonbridge,Mobile,44-9239029,53505.78,19.7099996076844,2019,3,Thursday
Sweden,86854.64,72219.63,2020-04-02,Books,Tillman And Sons,Maxie Marrow,Tarrah Castelletti,Pc,77-4566105,14635.0099999999,16.8500036382627,2020,4,Thursday
Ireland,119819.37,105441.05,2020-07-12,Smartphones,Dibbert Inc,Glenine Suttaby,Palm Wetherald,Pc,29-3662564,14378.3199999999,11.9999963278057,2020,7,Sunday
Uk,160763.9,131102.96,2019-04-18,Appliances,Mcglynn-Prosacco,Jessamine Apark,Genevra Charrisson,Pc,73-8057834,29660.94,18.4500002799135,2019,4,Thursday
Sweden,44029.07,38344.92,2019-09-09,Other,Mcglynn-Bergstrom,Maxie Marrow,Alyosha Meah,Pc,87-9980890,5684.15,12.9099933294071,2019,9,Monday
France,86628.32,72464.59,2019-06-11,Appliances,Kihn Inc,Othello Bowes,Crysta Halls,Pc,98-8250897,14163.73,16.3499996306058,2019,6,Tuesday
Portugal,97641.25,83414.92,2020-10-17,Books,Morissette Group,Celine Tumasian,Brynn Dempster,Pc,98-3051699,14226.33,14.5699998719803,2020,10,Saturday
Portugal,98746.66,80399.53,2020-10-02,Appliances,Considine-Fisher,Celine Tumasian,Smitty Culverhouse,Pc,75-7291972,18347.13,18.5800005792601,2020,10,Friday
France,109562.5,89917.94,2020-05-08,Appliances,"Dickinson, Hyatt And Berge",Othello Bowes,Maighdiln Upcraft,Pc,67-3672347,19644.5599999999,17.9300034227039,2020,5,Friday
Uk,60301.96,48820.47,2019-08-02,Beauty,Wiza And Sons,Jessamine Apark,Jay Morefield,Pc,75-1785229,11481.4899999999,19.0399947199062,2019,8,Friday
France,80781.62,68971.35,2019-01-19,Smartphones,Mcglynn-Prosacco,Othello Bowes,Ora Grennan,Mobile,53-1426071,11810.2699999999,14.6199964793971,2019,1,Saturday
France,238659.41,204507.25,2019-12-23,Appliances,Corwin And Sons,Othello Bowes,Amelina Piscopiello,Tablet,49-7167664,34152.16,14.3099993417397,2019,12,Monday
Uk,165631.75,139114.11,2019-03-09,Appliances,Johns And Sons,Jessamine Apark,Jay Morefield,Pc,07-7047482,26517.64,16.009998083097,2019,3,Saturday
Sweden,126682.79,106514.89,2019-11-06,Smartphones,"Murray, Reichel And Nolan",Maxie Marrow,Madelon Bront,Pc,57-1931933,20167.8999999999,15.9199998673852,2019,11,Wednesday
Sweden,145558.0,116257.18,2019-12-20,Clothing,Konopelski Llc,Maxie Marrow,Tarrah Castelletti,Tablet,15-5167065,29300.82,20.1299962901386,2019,12,Friday
Spain,59163.79,50419.38,2019-11-03,Smartphones,Mcclure Inc,Emalia Dinse,Perri Aldersley,Mobile,98-9382686,8744.41,14.7800031066299,2019,11,Sunday
Sweden,140352.81,122303.44,2019-01-12,Smartphones,Hilll-Vandervort,Maxie Marrow,Caro Morfield,Pc,47-5733147,18049.3699999999,12.8599990267384,2019,1,Saturday
France,163401.23,139413.93,2019-04-22,Clothing,Wisoky Inc,Othello Bowes,Avrit Chanders,Pc,98-2104934,23987.3,14.6799996548373,2019,4,Monday
Sweden,177867.3,140675.25,2020-03-10,Smartphones,Walter Llc,Maxie Marrow,Anita Woakes,Pc,30-6005742,37192.0499999999,20.9099986338129,2020,3,Tuesday
Germany,58416.81,46745.13,2019-07-02,Clothing,Morissette Group,Rickard Doogood,Casie Macbain,Pc,21-7461655,11671.68,19.9800023315206,2019,7,Tuesday
Germany,169544.95,137568.77,2020-12-04,Appliances,"Keeling, Monahan And Pollich",Rickard Doogood,Casie Macbain,Mobile,96-7625873,31976.18,18.8600014332482,2020,12,Friday
Luxembourg,74732.79,64098.31,2020-02-24,Beauty,Mcclure Inc,Ilsa Kob,Jocelyn Laurentino,Pc,53-2132479,10634.4799999999,14.2300053296551,2020,2,Monday
Portugal,55166.78,47443.43,2020-04-13,Books,Gislason-Stanton,Celine Tumasian,Hortense Gerring,Pc,70-4650708,7723.34999999999,14.000001450148,2020,4,Monday
France,99319.33,79127.71,2020-05-26,Games,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,Pc,53-3037652,20191.6199999999,20.330000212446,2020,5,Tuesday
Sweden,118982.14,95506.96,2020-01-15,Clothing,Stehr-Bogan,Maxie Marrow,Caro Morfield,Mobile,76-0774122,23475.1799999999,19.7300031752664,2020,1,Wednesday
Ireland,157007.52,126940.58,2019-08-31,Beauty,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,Pc,72-3928347,30066.9399999999,19.149999949047,2019,8,Saturday
France,49374.25,39208.09,2019-05-21,Books,Stehr Llc,Othello Bowes,Ora Grennan,Pc,87-1399932,10166.16,20.5900038987934,2019,5,Tuesday
Portugal,123891.6,104118.5,2019-07-23,Games,Hegmann Group,Celine Tumasian,Smitty Culverhouse,Pc,25-1045028,19773.1,15.9600005165806,2019,7,Tuesday
France,234340.31,204438.49,2020-12-13,Clothing,Hessel-Stiedemann,Othello Bowes,Avrit Chanders,Pc,70-0364033,29901.82,12.7599984825487,2020,12,Sunday
Netherlands,95575.75,75504.84,2020-12-23,Books,Hessel-Stiedemann,Denice Amberg,Nero Harbisher,Pc,35-9372764,20070.91,21.0000026157262,2020,12,Wednesday
Finland,125280.28,99372.32,2019-10-18,Beauty,Romaguera-Dietrich,Hube Corey,Wat Bowkley,Pc,36-1142710,25907.9599999999,20.6799984802077,2019,10,Friday
Portugal,127482.28,108614.9,2020-08-26,Beauty,Hilll-Vandervort,Celine Tumasian,Aurelie Wren,Pc,75-6291395,18867.38,14.8000020081222,2020,8,Wednesday
Portugal,120453.52,97218.04,2019-11-02,Beauty,"Schowalter, Lesch And Beahan",Celine Tumasian,Brynn Dempster,Pc,00-3338378,23235.48,19.2899966725754,2019,11,Saturday
Portugal,120152.33,97527.65,2019-09-29,Outdoors,Romaguera-Dietrich,Celine Tumasian,Smitty Culverhouse,Pc,55-1904761,22624.68,18.8299968881169,2019,9,Sunday
Portugal,95410.97,80593.65,2020-09-22,Books,"Murray, Reichel And Nolan",Celine Tumasian,Hortense Gerring,Mobile,70-9736399,14817.32,15.5299961838769,2020,9,Tuesday
France,128804.51,105709.86,2019-09-13,Appliances,Connelly-Mohr,Othello Bowes,Amelina Piscopiello,Tablet,20-3125420,23094.6499999999,17.9300010535345,2019,9,Friday
Italy,26899.97,23198.53,2019-03-19,Games,Hessel-Stiedemann,Piggy Roscrigg,Joshua Prevost,Pc,57-2968987,3701.44,13.760015345742,2019,3,Tuesday
Uk,123751.91,102590.33,2019-11-18,Smartphones,Johns And Sons,Jessamine Apark,Jay Morefield,Pc,76-2146784,21161.58,17.1000027393516,2019,11,Monday
Sweden,37081.31,31304.04,2019-11-03,Beauty,Mcglynn-Prosacco,Maxie Marrow,Anita Woakes,Pc,19-3129154,5777.26999999999,15.5800051292686,2019,11,Sunday
France,133905.55,116886.15,2020-01-08,Books,"Keeling, Monahan And Pollich",Othello Bowes,Avrit Chanders,Mobile,79-0973971,17019.3999999999,12.7100034315231,2020,1,Wednesday
France,63298.61,53645.57,2020-10-04,Appliances,"Schowalter, Lesch And Beahan",Othello Bowes,Avrit Chanders,Mobile,65-5376517,9653.04,15.2500031201317,2020,10,Sunday
France,274242.36,227950.25,2020-09-12,Outdoors,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,Mobile,80-5258827,46292.1099999999,16.8799998658121,2020,9,Saturday
Luxembourg,312928.72,270401.71,2019-12-12,Beauty,Altenwerth-Konopelski,Ilsa Kob,Jocelyn Laurentino,Tablet,98-5257166,42527.0099999999,13.5899990259762,2019,12,Thursday
France,119156.18,100710.8,2019-08-20,Beauty,Johns And Sons,Othello Bowes,Ora Grennan,Pc,19-5610175,18445.3799999999,15.4800027996869,2019,8,Tuesday
France,162123.74,133979.06,2020-04-14,Beauty,Johns And Sons,Othello Bowes,Maighdiln Upcraft,Pc,94-3509391,28144.6799999999,17.3599992203486,2020,4,Tuesday
Ireland,65831.42,52487.39,2019-12-01,Electronics,"Christiansen, Donnelly And Bechtelar",Glenine Suttaby,Palm Wetherald,Pc,43-5417299,13344.0299999999,20.2700017711907,2019,12,Sunday
France,180515.09,148852.74,2019-12-26,Books,Franecki-White,Othello Bowes,Amelina Piscopiello,Pc,68-6141868,31662.35,17.5400017804605,2019,12,Thursday
Uk,99114.91,84217.94,2020-04-04,Clothing,Johns And Sons,Jessamine Apark,Winny Agnolo,Pc,29-8979189,14896.97,15.0299990183111,2020,4,Saturday
Portugal,171884.0,146702.99,2019-10-13,Games,Johns And Sons,Celine Tumasian,Smitty Culverhouse,Pc,58-9821508,25181.01,14.6500023271508,2019,10,Sunday
Denmark,26745.94,22600.32,2019-10-11,Appliances,Larkin-Collier,Modestia Byfford,Case Desorts,Pc,49-1493117,4145.61999999999,15.4999973827803,2019,10,Friday
Portugal,77087.84,65894.69,2020-05-17,Other,"Rowe, Hermiston And Kessler",Celine Tumasian,Aurelie Wren,Pc,51-5334556,11193.1499999999,14.5199943337366,2020,5,Sunday
France,87404.0,69363.81,2019-12-26,Electronics,Johns And Sons,Othello Bowes,Maighdiln Upcraft,Pc,79-3154360,18040.19,20.6400050340945,2019,12,Thursday
France,47680.2,40575.85,2019-08-07,Clothing,Dibbert Inc,Othello Bowes,Crysta Halls,Pc,11-6024248,7104.34999999999,14.9000004194613,2019,8,Wednesday
Finland,27824.83,23517.55,2019-06-09,Games,Mcclure Inc,Hube Corey,Wat Bowkley,Pc,61-4610981,4307.28,15.4799867600269,2019,6,Sunday
Portugal,106516.4,86928.03,2019-03-21,Clothing,"Hartmann, Hane And Pfannerstill",Celine Tumasian,Smitty Culverhouse,Pc,12-4509008,19588.3699999999,18.3900037928431,2019,3,Thursday
France,141948.11,112948.11,2020-04-25,Books,Stehr Llc,Othello Bowes,Maighdiln Upcraft,Pc,46-5576111,28999.9999999999,20.430000793952,2020,4,Saturday
Ireland,226021.18,180455.31,2019-07-18,Accessories,"Schowalter, Lesch And Beahan",Glenine Suttaby,Palm Wetherald,Pc,44-6718687,45565.8699999999,20.1600000495528,2019,7,Thursday
Italy,44232.84,38880.67,2020-02-20,Books,Johns And Sons,Piggy Roscrigg,Joshua Prevost,Tablet,67-7432229,5352.16999999999,12.09999177082,2020,2,Thursday
Ireland,135344.52,117492.58,2019-01-17,Games,Tillman And Sons,Glenine Suttaby,Palm Wetherald,Pc,17-4401585,17851.9399999999,13.1899983833848,2019,1,Thursday
France,271411.92,231514.37,2019-09-12,Clothing,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,Tablet,56-9241023,39897.5499999999,14.6999991746862,2019,9,Thursday
Portugal,125253.59,108269.2,2020-02-17,Smartphones,"Murray, Reichel And Nolan",Celine Tumasian,Corene Shirer,Pc,90-2194359,16984.39,13.5600025516234,2020,2,Monday
Sweden,15100.57,12113.68,2019-02-20,Games,"Murray, Reichel And Nolan",Maxie Marrow,Tarrah Castelletti,Pc,89-2424262,2986.88999999999,19.7799818152559,2019,2,Wednesday
France,157932.84,134148.15,2020-01-31,Games,"Schowalter, Lesch And Beahan",Othello Bowes,Amelina Piscopiello,Pc,30-2982340,23784.69,15.0600027201435,2020,1,Friday
Portugal,64192.86,52837.14,2020-12-04,Appliances,Johns And Sons,Celine Tumasian,Brynn Dempster,Pc,10-4704941,11355.72,17.6900047762321,2020,12,Friday
Sweden,156453.01,128494.86,2020-04-10,Clothing,Johns And Sons,Maxie Marrow,Madelon Bront,Pc,48-3484986,27958.15,17.8699981547175,2020,4,Friday
Finland,53616.06,45589.74,2020-03-01,Appliances,Kihn Inc,Hube Corey,Wat Bowkley,Pc,84-4478396,8026.32,14.9699922000982,2020,3,Sunday
Finland,163967.89,138208.53,2019-05-30,Appliances,Friesen-Rath,Hube Corey,Wat Bowkley,Tablet,28-0849652,25759.36,15.7100027328521,2019,5,Thursday
Sweden,171748.56,136574.45,2020-11-20,Games,Walter Llc,Maxie Marrow,Madelon Bront,Pc,74-0214938,35174.1099999999,20.4800028599948,2020,11,Friday
France,26103.94,22339.75,2020-08-31,Appliances,"Fisher, Morar And Skiles",Othello Bowes,Ora Grennan,Tablet,89-0187996,3764.18999999999,14.4200070947144,2020,8,Monday
Portugal,140337.34,115708.14,2020-04-09,Appliances,Hegmann Group,Celine Tumasian,Corene Shirer,Pc,65-8218141,24629.1999999999,17.5499977411571,2020,4,Thursday
Sweden,33617.03,26614.6,2020-07-04,Appliances,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,Pc,49-8489293,7002.43,20.830007885884,2020,7,Saturday
Portugal,187874.45,160031.46,2019-06-26,Accessories,Johns And Sons,Celine Tumasian,Hortense Gerring,Pc,91-8142232,27842.99,14.8199981423764,2019,6,Wednesday
Finland,41675.01,33765.09,2019-06-25,Beauty,"Hamill, Kulas And Roob",Hube Corey,Wat Bowkley,Pc,75-5380350,7909.92,18.9800074433095,2019,6,Tuesday
Portugal,34930.08,28017.42,2019-01-11,Appliances,Kihn Inc,Celine Tumasian,Smitty Culverhouse,Pc,35-4551515,6912.66,19.7899918923747,2019,1,Friday
Finland,127994.87,105800.56,2020-01-09,Books,Hegmann Group,Hube Corey,Mellicent Mattys,Pc,73-2763209,22194.3099999999,17.3399996421731,2020,1,Thursday
Portugal,162637.68,130402.89,2019-09-27,Clothing,Larkin-Collier,Celine Tumasian,Corene Shirer,Pc,56-0800364,32234.7899999999,19.8200011215113,2019,9,Friday
Portugal,40728.28,35669.83,2019-09-22,Beauty,Romaguera-Haley,Celine Tumasian,Hortense Gerring,Mobile,42-7027181,5058.44999999999,12.4199941662157,2019,9,Sunday
Finland,293767.28,254079.32,2020-05-06,Games,West-Cummings,Hube Corey,Wat Bowkley,Pc,29-0601002,39687.96,13.5100001606714,2020,5,Wednesday
Sweden,57913.36,48693.55,2019-11-09,Games,"Murray, Reichel And Nolan",Maxie Marrow,Alyosha Meah,Pc,90-2797129,9219.80999999999,15.9200053321029,2019,11,Saturday
Uk,63979.04,56032.84,2019-10-22,Games,Schoen-Keeling,Jessamine Apark,Genevra Charrisson,Pc,27-3437546,7946.2,12.4200050516544,2019,10,Tuesday
France,102255.86,83379.43,2020-12-11,Smartphones,Rath-Schroeder,Othello Bowes,Avrit Chanders,Pc,78-3726363,18876.43,18.459998282739,2020,12,Friday
Finland,107271.94,86665.0,2020-08-23,Games,Johns And Sons,Hube Corey,Wat Bowkley,Pc,78-8990131,20606.94,19.2100003039005,2020,8,Sunday
Austria,51090.76,40739.77,2020-12-03,Electronics,Smith Group,Orsa Geekin,Bank Coumbe,Pc,85-2223377,10350.99,20.2600039615774,2020,12,Thursday
Sweden,102299.92,81706.95,2019-08-22,Beauty,"Rowe, Hermiston And Kessler",Maxie Marrow,Alyosha Meah,Pc,73-9246627,20592.97,20.1299961915903,2019,8,Thursday
France,144204.86,115262.94,2020-08-11,Books,Mcclure Inc,Othello Bowes,Amelina Piscopiello,Pc,56-7910696,28941.9199999999,20.0700031885194,2020,8,Tuesday
France,36183.97,30579.07,2020-09-08,Books,"Bashirian, Okuneva And Bechtelar",Othello Bowes,Avrit Chanders,Mobile,91-4296427,5604.9,15.4900084208559,2020,9,Tuesday
Uk,47771.76,39234.95,2019-05-29,Beauty,Dibbert Inc,Jessamine Apark,Genevra Charrisson,Pc,70-8181545,8536.81,17.8699926483763,2019,5,Wednesday
Spain,44038.31,36252.34,2020-01-24,Electronics,Corwin And Sons,Emalia Dinse,Manuel Goudie,Pc,94-0775004,7785.97,17.6799927154334,2020,1,Friday
Sweden,116469.33,95190.38,2020-01-31,Outdoors,"Hermiston, Simonis And Wisoky",Maxie Marrow,Caro Morfield,Pc,89-3466746,21278.9499999999,18.2700029269508,2020,1,Friday
Uk,227856.66,199010.01,2020-07-20,Electronics,"Keeling, Monahan And Pollich",Jessamine Apark,Jay Morefield,Pc,11-5257937,28846.6499999999,12.6599986149186,2020,7,Monday
Sweden,67161.99,55764.6,2019-09-20,Electronics,"Lubowitz, Mclaughlin And Erdman",Maxie Marrow,Tarrah Castelletti,Pc,22-7587128,11397.39,16.9700004422144,2019,9,Friday
Ireland,168178.03,142665.42,2020-04-29,Clothing,Walter Llc,Glenine Suttaby,Bunnie Tonbridge,Pc,36-7597839,25512.6099999999,15.1700016940381,2020,4,Wednesday
Sweden,42611.78,35755.54,2020-12-03,Clothing,Walter Llc,Maxie Marrow,Tarrah Castelletti,Mobile,16-2824654,6856.23999999999,16.0900107904433,2020,12,Thursday
Sweden,166507.76,143896.01,2020-08-27,Accessories,Labadie And Sons,Maxie Marrow,Madelon Bront,Pc,49-1743669,22611.75,13.5799977130195,2020,8,Thursday
Spain,131409.9,115325.33,2020-11-15,Electronics,Mcclure Inc,Emalia Dinse,Bertha Walbrook,Pc,48-7252604,16084.5699999999,12.2399986606792,2020,11,Sunday
Portugal,133072.0,108600.06,2020-10-28,Outdoors,O'Connell-Mitchell,Celine Tumasian,Corene Shirer,Pc,07-1769568,24471.94,18.3899993988216,2020,10,Wednesday
Finland,180250.02,147354.39,2019-03-06,Electronics,"Hartmann, Hane And Pfannerstill",Hube Corey,Mellicent Mattys,Pc,57-5645459,32895.6299999999,18.2500007489596,2019,3,Wednesday
Portugal,48090.78,42040.96,2020-03-19,Books,Kihn Inc,Celine Tumasian,Corene Shirer,Pc,13-0740797,6049.82,12.5799997421543,2020,3,Thursday
Sweden,168530.22,136981.36,2020-05-16,Appliances,West-Cummings,Maxie Marrow,Tarrah Castelletti,Pc,34-9966345,31548.86,18.7200016709169,2020,5,Saturday
Sweden,36785.28,30546.5,2019-08-31,Appliances,Johns And Sons,Maxie Marrow,Anita Woakes,Pc,91-6738094,6238.77999999999,16.9599905179463,2019,8,Saturday
Ireland,126409.18,104692.08,2020-04-10,Smartphones,Dibbert Inc,Glenine Suttaby,Bunnie Tonbridge,Pc,32-9007470,21717.0999999999,17.1800022751512,2020,4,Friday
Portugal,49990.72,42927.03,2020-04-01,Electronics,"Rowe, Hermiston And Kessler",Celine Tumasian,Smitty Culverhouse,Pc,68-6382353,7063.69,14.1300025284692,2020,4,Wednesday
Sweden,36644.05,30491.51,2020-11-20,Clothing,Larkin-Collier,Maxie Marrow,Caro Morfield,Pc,88-5406813,6152.54,16.7900109294687,2020,11,Friday
Sweden,115226.8,94336.18,2019-05-15,Beauty,Wisoky Inc,Maxie Marrow,Tarrah Castelletti,Pc,42-2765593,20890.62,18.1300010067102,2019,5,Wednesday
Finland,154078.75,131336.73,2020-05-09,Books,"Lueilwitz, Kerluke And Lesch",Hube Corey,Wat Bowkley,Pc,76-0724533,22742.0199999999,14.7599977284343,2020,5,Saturday
Bulgaria,80328.16,65836.96,2020-09-23,Games,"Hermiston, Simonis And Wisoky",Charil Alpe,Bernadine Fullagar,Pc,45-3965395,14491.1999999999,18.0399999203268,2020,9,Wednesday
Portugal,99832.12,84128.53,2019-05-15,Appliances,Romaguera-Haley,Celine Tumasian,Aurelie Wren,Pc,46-6126203,15703.5899999999,15.7299975198362,2019,5,Wednesday
Finland,133057.07,113351.32,2020-03-05,Other,Romaguera-Dietrich,Hube Corey,Wat Bowkley,Pc,27-7554919,19705.75,14.8099984465312,2020,3,Thursday
Ireland,80719.44,64422.19,2019-09-02,Appliances,Johns And Sons,Glenine Suttaby,Bunnie Tonbridge,Pc,59-1230573,16297.25,20.1899938849922,2019,9,Monday
France,124534.96,107012.89,2020-07-18,Books,"Dickinson, Hyatt And Berge",Othello Bowes,Maighdiln Upcraft,Pc,45-2229786,17522.07,14.0700009057697,2020,7,Saturday
Sweden,67611.54,56191.95,2019-10-30,Clothing,Kihn Inc,Maxie Marrow,Caro Morfield,Pc,62-7218897,11419.5899999999,16.8900013222594,2019,10,Wednesday
France,132760.25,105039.91,2020-07-01,Beauty,"Swaniawski, Runolfsson And Green",Othello Bowes,Crysta Halls,Pc,55-4161787,27720.3399999999,20.8799998493524,2020,7,Wednesday
France,177802.7,155079.51,2019-07-18,Other,Larkin-Collier,Othello Bowes,Amelina Piscopiello,Pc,56-2537757,22723.19,12.7800027783605,2019,7,Thursday
Bulgaria,98963.03,80367.88,2020-12-10,Accessories,Wyman Group,Charil Alpe,Bernadine Fullagar,Pc,20-0021649,18595.1499999999,18.7899966280337,2020,12,Thursday
Bulgaria,126582.5,103683.73,2020-02-17,Beauty,"Rowe, Hermiston And Kessler",Charil Alpe,Bernadine Fullagar,Pc,93-2627296,22898.77,18.0899966425058,2020,2,Monday
Portugal,141965.11,119193.91,2019-09-18,Beauty,Friesen And Sons,Celine Tumasian,Hortense Gerring,Pc,56-2408571,22771.1999999999,16.0399974331721,2019,9,Wednesday
Ireland,167301.52,147074.77,2019-06-05,Outdoors,"Christiansen, Donnelly And Bechtelar",Glenine Suttaby,Bunnie Tonbridge,Pc,80-3206606,20226.75,12.0899977477789,2019,6,Wednesday
France,133985.91,116741.92,2019-01-15,Clothing,Kihn Inc,Othello Bowes,Amelina Piscopiello,Pc,48-3190394,17243.99,12.8700025248923,2019,1,Tuesday
France,91540.03,74916.36,2019-09-09,Clothing,Kihn Inc,Othello Bowes,Ora Grennan,Pc,38-6130023,16623.67,18.1600006030148,2019,9,Monday
Uk,146055.05,117822.61,2019-07-10,Clothing,"Hartmann, Hane And Pfannerstill",Jessamine Apark,Winny Agnolo,Tablet,38-2969743,28232.4399999999,19.3299992023555,2019,7,Wednesday
Sweden,113586.11,91641.27,2019-02-19,Outdoors,Labadie And Sons,Maxie Marrow,Tarrah Castelletti,Mobile,48-8166416,21944.8399999999,19.3200031236213,2019,2,Tuesday
Ireland,135662.46,116764.68,2020-02-05,Beauty,Corwin And Sons,Glenine Suttaby,Palm Wetherald,Pc,33-4102367,18897.78,13.9299995002302,2020,2,Wednesday
